,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
2124,Data Scientist,Customer Service,55,Female,Married,4,396.42,0
2125,Data Scientist,Customer Service,56,Male,Married,3,435.17,0
2126,Product Manager,Field Operations,43,Female,Single,4,186.25,0
2127,Software Developer,Human Resources,25,Female,Married,6,246.83,0
2128,Sales Executive,Billing,25,Male,Married,6,649.33,0
2129,Marketing Analyst,IT & Software,55,Female,Married,3,291.29,0
2130,Product Manager,Network Operations,31,Female,Single,3,396.33,0
2131,Project Manager,IT & Software,26,Male,Single,3,297.04,0
2132,Product Manager,IT & Software,46,Male,Married,3,259.33,0
2133,Customer Support Agent,Field Operations,43,Female,Single,8,170.67,0
2134,Telecom Technician,Customer Service,54,Female,Married,4,421.17,0
2135,Telecom Technician,Project Management,45,Female,Married,1,542.54,0
2136,Billing Specialist,Data Analytics,45,Female,Married,8,231.42,0
2137,HR Specialist,Field Operations,40,Female,Married,6,287.63,0
2138,IT Support Engineer,Billing,32,Male,Married,6,415.42,0
2139,Software Developer,IT & Software,23,Male,Married,2,290.67,0
2140,Product Manager,Customer Service,37,Female,Married,8,499.38,0
2141,Product Manager,Network Operations,35,Male,Married,6,420.67,0
2142,Project Manager,Human Resources,25,Female,Married,5,323.88,0
2143,Software Developer,Customer Service,33,Female,Single,6,395.33,0
2144,Customer Support Agent,Billing,25,Female,Single,7,408.67,0
2145,Sales Executive,Data Analytics,32,Male,Single,4,166.88,0
2146,Data Scientist,Project Management,25,Female,Married,8,195.33,0
2147,Project Manager,Sales & Marketing,41,Male,Single,6,177.75,0
2148,IT Support Engineer,Network Operations,44,Female,Married,8,358.54,0
2149,Marketing Analyst,Billing,38,Male,Married,6,233.5,0
2150,Marketing Analyst,Human Resources,52,Male,Married,7,382.29,0
2151,Customer Support Agent,Human Resources,43,Male,Single,2,245.54,0
2152,HR Specialist,Billing,45,Male,Single,7,483.38,0
2153,Telecom Technician,IT & Software,56,Male,Married,2,373.33,0
2154,Network Engineer,Billing,44,Male,Single,6,372.0,0
2155,Billing Specialist,Network Operations,23,Female,Married,6,270.88,0
2156,Product Manager,IT & Software,25,Female,Married,6,544.83,0
2157,Customer Support Agent,Data Analytics,51,Male,Single,6,469.38,0
2158,Customer Support Agent,Billing,58,Female,Married,4,590.88,0
2159,Sales Executive,Sales & Marketing,37,Male,Married,8,179.79,0
2160,Network Engineer,IT & Software,43,Male,Married,6,356.17,0
2161,Billing Specialist,Customer Service,56,Female,Married,4,347.63,0
2162,Sales Executive,Network Operations,33,Male,Married,4,164.83,0
2163,IT Support Engineer,Sales & Marketing,39,Female,Single,8,495.5,0
2164,Customer Support Agent,Billing,43,Male,Single,6,360.33,0
2165,Telecom Technician,Field Operations,26,Female,Single,2,203.08,0
2166,Product Manager,Field Operations,54,Male,Single,7,283.54,0
2167,Network Engineer,Billing,48,Female,Single,8,252.13,0
2168,Project Manager,Project Management,23,Female,Married,8,410.04,0
2169,Project Manager,Network Operations,42,Female,Single,5,291.88,0
2170,HR Specialist,Human Resources,39,Female,Married,4,152.67,0
2171,HR Specialist,IT & Software,25,Female,Married,3,164.29,0
2172,Customer Support Agent,IT & Software,36,Female,Married,7,164.83,0
2173,IT Support Engineer,Sales & Marketing,42,Male,Married,8,423.29,0
2174,HR Specialist,IT & Software,25,Female,Single,3,540.58,0
2175,Product Manager,Data Analytics,45,Male,Married,8,231.92,0
2176,Project Manager,Human Resources,23,Female,Married,2,299.54,0
2177,IT Support Engineer,Network Operations,23,Female,Married,2,576.75,0
2178,Customer Support Agent,Customer Service,30,Female,Married,7,338.92,0
2179,Billing Specialist,Customer Service,25,Male,Single,8,440.25,0
2180,Billing Specialist,Field Operations,53,Male,Single,7,354.08,0
2181,IT Support Engineer,Field Operations,47,Male,Married,3,301.0,0
2182,Software Developer,Customer Service,29,Male,Married,7,438.38,0
2183,HR Specialist,Project Management,51,Male,Single,2,367.29,0
2184,Marketing Analyst,Network Operations,24,Male,Single,2,699.88,0
2185,Customer Support Agent,Sales & Marketing,42,Female,Single,8,224.79,0
2186,Network Engineer,Field Operations,29,Male,Married,8,326.17,0
2187,Sales Executive,Billing,32,Female,Married,2,586.42,0
2188,Product Manager,Project Management,39,Female,Single,8,388.63,0
2189,Data Scientist,Sales & Marketing,22,Female,Single,6,150.04,0
2190,Marketing Analyst,IT & Software,38,Male,Married,6,165.88,0
2191,IT Support Engineer,Customer Service,47,Female,Single,6,524.42,0
2192,Customer Support Agent,IT & Software,48,Female,Single,7,199.79,0
2193,Project Manager,Customer Service,37,Female,Married,8,432.17,0
2194,Network Engineer,Billing,25,Male,Married,8,225.08,0
2195,Product Manager,Billing,55,Female,Married,1,260.54,0
2196,Marketing Analyst,Field Operations,27,Male,Single,3,240.92,0
2197,Billing Specialist,Customer Service,30,Male,Married,8,548.79,0
2198,Billing Specialist,Human Resources,54,Male,Married,8,298.08,0
2199,Project Manager,Billing,23,Male,Single,7,324.67,0
2200,HR Specialist,Sales & Marketing,27,Female,Married,3,213.25,0
2201,HR Specialist,Human Resources,31,Female,Single,6,362.33,0
2202,Customer Support Agent,Network Operations,37,Female,Married,6,189.0,0
2203,Sales Executive,Data Analytics,54,Female,Married,8,455.08,0
2204,HR Specialist,IT & Software,24,Male,Married,2,445.0,0
2205,Data Scientist,Billing,37,Male,Single,8,331.88,0
2206,HR Specialist,IT & Software,58,Female,Married,8,228.54,0
2207,Sales Executive,Human Resources,56,Male,Married,8,524.79,0
2208,Data Scientist,Billing,35,Female,Married,8,471.58,0
2209,Billing Specialist,IT & Software,32,Male,Single,5,382.42,0
2210,IT Support Engineer,Project Management,36,Male,Single,6,558.75,0
2211,Sales Executive,Human Resources,25,Male,Married,7,476.67,0
2212,Data Scientist,IT & Software,33,Female,Single,8,715.29,0
2213,Software Developer,Sales & Marketing,48,Female,Single,4,225.08,0
2214,Product Manager,Project Management,35,Male,Married,7,256.04,0
2215,Network Engineer,Project Management,38,Male,Single,5,488.67,0
2216,HR Specialist,Field Operations,39,Female,Married,3,226.54,0
2217,Product Manager,IT & Software,34,Female,Married,2,267.04,0
2218,Network Engineer,Network Operations,52,Male,Single,3,383.92,0
2219,Software Developer,Human Resources,47,Female,Single,2,320.63,0
2220,Software Developer,Data Analytics,56,Female,Single,7,557.29,0
2221,Network Engineer,Project Management,29,Female,Married,1,332.17,0
2222,Data Scientist,Data Analytics,43,Female,Married,4,160.38,0
2223,Customer Support Agent,Human Resources,24,Female,Married,8,346.42,0
2224,Sales Executive,Human Resources,27,Male,Single,8,198.29,0
2225,Network Engineer,Data Analytics,25,Female,Married,1,352.38,0
2226,HR Specialist,Human Resources,22,Female,Married,5,231.75,0
2227,Marketing Analyst,Human Resources,32,Female,Single,4,202.67,0
2228,HR Specialist,Human Resources,25,Male,Married,7,229.08,0
2229,Project Manager,Project Management,24,Female,Single,4,319.63,0
2230,Customer Support Agent,Sales & Marketing,37,Female,Married,5,183.13,0
2231,Sales Executive,Data Analytics,27,Male,Single,8,160.79,0
2232,Project Manager,Human Resources,55,Male,Single,3,311.5,0
2233,Project Manager,Project Management,58,Male,Married,1,485.17,0
2234,Billing Specialist,Sales & Marketing,35,Male,Married,2,459.54,0
2235,Project Manager,Project Management,47,Male,Married,3,586.75,0
2236,HR Specialist,Data Analytics,28,Male,Single,3,340.08,0
2237,Billing Specialist,Field Operations,24,Female,Single,4,393.83,0
2238,Software Developer,Field Operations,45,Male,Married,6,590.79,0
2239,Software Developer,Human Resources,22,Female,Single,8,412.88,0
2240,Network Engineer,Human Resources,35,Female,Married,2,466.42,0
2241,Telecom Technician,Billing,31,Male,Single,7,246.5,0
2242,Project Manager,Data Analytics,29,Male,Single,7,213.67,0
2243,Product Manager,Project Management,51,Female,Married,8,415.38,0
2244,HR Specialist,Human Resources,55,Female,Married,2,428.63,0
2245,Software Developer,Project Management,33,Female,Married,3,542.58,0
2246,Customer Support Agent,Customer Service,56,Female,Married,1,239.38,0
2247,Marketing Analyst,Billing,22,Male,Married,2,367.25,0
2248,Sales Executive,Customer Service,39,Male,Married,3,389.75,0
2249,Data Scientist,Network Operations,54,Female,Single,5,146.33,0
2250,Product Manager,IT & Software,55,Male,Married,3,476.0,0
2251,Software Developer,Network Operations,46,Female,Married,6,207.92,0
2252,Billing Specialist,IT & Software,25,Female,Married,6,234.04,0
2253,IT Support Engineer,Customer Service,41,Female,Married,2,297.63,0
2254,Project Manager,Project Management,48,Female,Single,5,354.58,0
2255,Billing Specialist,IT & Software,45,Male,Single,3,203.13,0
2256,Sales Executive,Network Operations,55,Female,Single,8,265.33,0
2257,Billing Specialist,Sales & Marketing,37,Male,Married,4,127.13,0
2258,Software Developer,Sales & Marketing,29,Male,Married,1,726.29,0
2259,Customer Support Agent,Project Management,25,Male,Married,3,279.67,0
2260,Telecom Technician,Data Analytics,35,Male,Married,8,231.54,0
2261,Telecom Technician,Network Operations,31,Female,Single,8,291.25,0
2262,Product Manager,Field Operations,30,Male,Married,3,253.04,0
2263,Software Developer,Field Operations,42,Female,Married,7,279.17,0
2264,Data Scientist,Sales & Marketing,42,Male,Married,8,454.04,0
2265,Project Manager,Project Management,33,Male,Single,8,143.13,0
2266,Project Manager,IT & Software,25,Female,Single,3,177.13,0
2267,Billing Specialist,IT & Software,25,Female,Single,8,249.58,0
2268,IT Support Engineer,Customer Service,53,Male,Single,2,471.63,0
2269,IT Support Engineer,Field Operations,25,Female,Single,1,387.83,0
2270,Sales Executive,Sales & Marketing,47,Female,Married,5,202.42,0
2271,Sales Executive,Project Management,32,Female,Married,6,403.13,0
2272,Software Developer,Data Analytics,47,Male,Single,4,203.83,0
2273,Customer Support Agent,IT & Software,26,Female,Married,7,132.88,0
2274,IT Support Engineer,Customer Service,38,Female,Married,8,385.58,0
2275,Customer Support Agent,Project Management,47,Male,Single,8,598.88,0
2276,Product Manager,Data Analytics,29,Male,Single,4,433.79,0
2277,Sales Executive,Network Operations,49,Female,Married,4,484.29,0
2278,Billing Specialist,Field Operations,45,Male,Married,4,271.83,0
2279,Network Engineer,Sales & Marketing,28,Female,Single,3,463.88,0
2280,Billing Specialist,Data Analytics,25,Male,Single,4,729.58,0
2281,Product Manager,Human Resources,58,Female,Single,5,473.08,0
2282,Sales Executive,Human Resources,38,Female,Married,4,352.67,0
2283,IT Support Engineer,Billing,34,Female,Single,6,333.54,0
2284,Sales Executive,Sales & Marketing,25,Male,Single,5,613.63,0
2285,Network Engineer,IT & Software,48,Female,Single,2,299.38,0
2286,HR Specialist,Billing,29,Female,Single,1,265.92,0
2287,HR Specialist,Project Management,57,Male,Married,6,304.42,0
2288,Product Manager,Project Management,23,Female,Single,2,176.29,0
2289,Sales Executive,Human Resources,41,Male,Single,4,434.63,0
2290,Sales Executive,Customer Service,36,Female,Single,5,279.88,0
2291,Billing Specialist,Billing,25,Female,Married,7,466.63,0
2292,Sales Executive,Field Operations,24,Male,Married,7,177.13,0
2293,Software Developer,Human Resources,56,Female,Married,8,714.17,0
2294,Software Developer,Sales & Marketing,57,Male,Married,2,391.04,0
2295,Software Developer,Field Operations,26,Female,Single,7,265.38,0
2296,Product Manager,Project Management,32,Male,Married,7,459.5,0
2297,IT Support Engineer,Customer Service,51,Female,Single,1,379.33,0
2298,Telecom Technician,IT & Software,41,Male,Single,6,349.33,0
2299,Telecom Technician,Project Management,25,Female,Single,3,168.0,0
2300,Telecom Technician,Sales & Marketing,22,Female,Married,7,297.38,0
2301,Telecom Technician,Customer Service,49,Female,Married,4,344.58,0
2302,Project Manager,Billing,35,Male,Married,5,362.63,0
2303,Sales Executive,Sales & Marketing,31,Female,Single,8,385.92,0
2304,Customer Support Agent,Billing,42,Male,Married,8,313.04,0
2305,IT Support Engineer,Field Operations,33,Male,Single,7,323.5,0
2306,Network Engineer,Data Analytics,57,Male,Married,6,383.75,0
2307,Product Manager,IT & Software,34,Female,Married,7,303.75,0
2308,Sales Executive,Data Analytics,26,Male,Single,4,222.25,0
2309,Product Manager,Sales & Marketing,45,Male,Single,8,352.17,0
2310,Marketing Analyst,Sales & Marketing,39,Female,Single,2,159.13,0
2311,Customer Support Agent,IT & Software,44,Female,Single,3,462.88,0
2312,HR Specialist,Sales & Marketing,29,Male,Single,4,599.75,0
2313,Sales Executive,Field Operations,24,Female,Married,3,495.42,0
2314,Data Scientist,Sales & Marketing,35,Male,Married,7,392.79,0
2315,Project Manager,Billing,28,Male,Single,6,531.04,0
2316,Customer Support Agent,Network Operations,51,Female,Single,7,404.04,0
2317,Billing Specialist,Project Management,22,Female,Single,5,168.83,0
2318,Data Scientist,Sales & Marketing,49,Male,Single,6,451.29,0
2319,Telecom Technician,Project Management,34,Male,Married,3,301.13,0
2320,Sales Executive,Project Management,56,Female,Single,3,154.04,0
2321,Product Manager,Field Operations,50,Female,Single,5,244.04,0
2322,Telecom Technician,Customer Service,46,Female,Married,3,475.42,0
2323,Telecom Technician,Data Analytics,41,Male,Single,4,600.42,0
2324,Network Engineer,Data Analytics,52,Male,Married,7,158.17,0
2325,Marketing Analyst,Field Operations,26,Male,Married,7,363.25,0
2326,HR Specialist,Project Management,45,Female,Single,6,392.04,0
2327,Billing Specialist,Sales & Marketing,48,Male,Single,1,218.25,0
2328,Sales Executive,Data Analytics,45,Female,Single,8,367.5,0
2329,Customer Support Agent,Data Analytics,50,Male,Single,8,291.42,0
2330,Customer Support Agent,Sales & Marketing,36,Male,Married,6,261.92,0
2331,IT Support Engineer,Network Operations,24,Male,Single,6,319.17,0
2332,Network Engineer,Customer Service,45,Male,Single,4,448.88,0
2333,HR Specialist,Human Resources,48,Female,Single,5,310.92,0
2334,Data Scientist,Customer Service,25,Male,Married,7,401.79,0
2335,Network Engineer,Sales & Marketing,22,Male,Married,3,162.04,0
2336,Project Manager,IT & Software,34,Male,Married,3,337.63,0
2337,Telecom Technician,Network Operations,25,Male,Married,7,180.33,0
2338,HR Specialist,Customer Service,48,Male,Single,8,348.0,0
2339,Marketing Analyst,Field Operations,51,Female,Single,6,511.08,0
2340,Telecom Technician,Project Management,43,Female,Single,8,351.88,0
2341,IT Support Engineer,Sales & Marketing,42,Male,Married,3,437.38,0
2342,Project Manager,Data Analytics,55,Female,Married,8,212.67,0
2343,Network Engineer,Human Resources,27,Female,Single,1,564.67,0
2344,HR Specialist,Human Resources,46,Male,Married,8,260.25,0
2345,Customer Support Agent,Sales & Marketing,29,Male,Single,8,165.0,0
2346,Software Developer,Network Operations,50,Male,Married,5,148.04,0
2347,Data Scientist,Project Management,43,Female,Married,6,326.04,0
2348,IT Support Engineer,IT & Software,54,Male,Married,3,329.54,0
2349,Customer Support Agent,Human Resources,56,Male,Single,8,521.88,0
2350,Customer Support Agent,Customer Service,29,Female,Married,7,134.33,0
2351,Billing Specialist,Customer Service,51,Female,Single,7,349.0,0
2352,Telecom Technician,Customer Service,48,Male,Single,3,327.38,0
2353,Project Manager,IT & Software,42,Male,Married,5,457.83,0
2354,Project Manager,Data Analytics,42,Male,Married,6,252.5,0
2355,Network Engineer,Customer Service,25,Male,Single,8,287.58,0
2356,Network Engineer,Sales & Marketing,34,Female,Married,6,242.13,0
2357,Telecom Technician,Network Operations,28,Female,Married,8,663.67,0
2358,IT Support Engineer,Network Operations,34,Male,Single,4,210.63,0
2359,Software Developer,Billing,36,Female,Married,6,413.63,0
2360,Network Engineer,Field Operations,23,Male,Single,3,428.67,0
2361,Network Engineer,Customer Service,46,Male,Married,4,130.17,0
2362,Data Scientist,IT & Software,34,Female,Married,5,518.5,0
2363,IT Support Engineer,Data Analytics,45,Female,Married,8,151.08,0
2364,IT Support Engineer,Field Operations,46,Female,Married,5,144.83,0
2365,Data Scientist,Network Operations,25,Male,Single,6,327.92,0
2366,Billing Specialist,Customer Service,37,Female,Married,4,370.92,0
2367,Software Developer,Customer Service,32,Male,Single,2,442.42,0
2368,IT Support Engineer,Sales & Marketing,34,Female,Single,8,291.08,0
2369,Data Scientist,Human Resources,30,Male,Single,5,585.5,0
2370,Telecom Technician,Project Management,55,Female,Married,8,457.54,0
2371,HR Specialist,Project Management,31,Female,Married,1,524.79,0
2372,HR Specialist,Billing,22,Male,Married,6,399.75,0
2373,Data Scientist,Project Management,52,Male,Single,7,370.04,0
2374,Marketing Analyst,Customer Service,23,Male,Married,6,375.79,0
2375,Product Manager,IT & Software,25,Male,Married,2,422.75,0
2376,Data Scientist,Project Management,25,Male,Married,7,158.25,0
2377,Project Manager,Billing,29,Male,Married,8,212.29,0
2378,Software Developer,Human Resources,24,Female,Married,7,327.54,0
2379,Project Manager,Field Operations,57,Male,Single,5,333.13,0
2380,Telecom Technician,IT & Software,42,Female,Married,8,266.33,0
2381,Customer Support Agent,Customer Service,41,Female,Married,7,133.38,0
2382,Software Developer,IT & Software,44,Male,Single,2,388.79,0
2383,HR Specialist,Data Analytics,53,Male,Single,3,305.75,0
2384,Product Manager,Billing,47,Male,Single,3,125.67,0
2385,Network Engineer,Human Resources,25,Male,Single,6,270.08,0
2386,Sales Executive,Data Analytics,25,Female,Single,7,600.79,0
2387,Billing Specialist,Customer Service,44,Female,Married,4,254.0,0
2388,Product Manager,Sales & Marketing,22,Male,Single,2,598.13,0
2389,IT Support Engineer,Network Operations,39,Female,Single,8,368.17,0
2390,Product Manager,Field Operations,45,Female,Single,7,362.54,0
2391,Product Manager,Sales & Marketing,25,Female,Married,4,391.08,0
2392,IT Support Engineer,Customer Service,34,Female,Single,8,396.75,0
2393,Software Developer,Field Operations,38,Male,Single,3,316.67,0
2394,Telecom Technician,IT & Software,54,Female,Single,5,509.38,0
2395,HR Specialist,Billing,33,Male,Married,8,150.38,0
2396,Billing Specialist,Data Analytics,54,Male,Single,6,339.08,0
2397,Project Manager,Customer Service,45,Female,Married,4,193.25,0
2398,Customer Support Agent,Field Operations,51,Male,Married,8,485.5,0
2399,IT Support Engineer,Billing,55,Male,Single,6,254.54,0
2400,Telecom Technician,Human Resources,25,Male,Single,7,423.83,0
2401,Project Manager,Sales & Marketing,35,Male,Married,3,429.75,0
2402,Network Engineer,Project Management,24,Female,Married,5,396.63,0
2403,Product Manager,Billing,28,Male,Single,5,548.38,0
2404,Billing Specialist,Human Resources,43,Male,Married,6,230.38,0
2405,HR Specialist,Billing,41,Male,Married,6,588.17,0
2406,Billing Specialist,Field Operations,22,Female,Married,2,538.42,0
2407,Network Engineer,Billing,26,Female,Single,2,329.29,0
2408,HR Specialist,Field Operations,45,Male,Single,3,496.79,0
2409,Customer Support Agent,Billing,57,Male,Single,5,370.13,0
2410,HR Specialist,Network Operations,57,Male,Married,6,371.67,0
2411,Sales Executive,Billing,35,Female,Single,6,437.33,0
2412,Customer Support Agent,Field Operations,46,Female,Single,3,435.88,0
2413,Sales Executive,Human Resources,36,Female,Single,5,264.67,0
2414,Software Developer,Project Management,25,Male,Single,5,391.5,0
2415,Product Manager,IT & Software,32,Male,Married,3,454.17,0
2416,Data Scientist,Customer Service,25,Male,Single,6,470.5,0
2417,Marketing Analyst,Human Resources,57,Male,Single,2,282.58,0
2418,Data Scientist,Human Resources,47,Female,Single,8,397.79,0
2419,Marketing Analyst,Network Operations,25,Male,Married,2,280.58,0
2420,Project Manager,Human Resources,53,Male,Married,5,312.38,0
2421,HR Specialist,Sales & Marketing,54,Male,Married,6,152.0,0
2422,Marketing Analyst,Sales & Marketing,56,Female,Married,3,480.75,0
2423,Project Manager,Billing,36,Male,Single,7,356.25,0
2424,IT Support Engineer,Data Analytics,52,Male,Married,2,714.75,0
2425,Sales Executive,Project Management,45,Female,Single,4,349.29,0
2426,Marketing Analyst,Network Operations,41,Male,Single,3,305.92,0
2427,Telecom Technician,Data Analytics,24,Female,Married,4,303.67,0
2428,Customer Support Agent,Sales & Marketing,29,Male,Married,3,222.58,0
2429,Network Engineer,IT & Software,27,Female,Single,3,234.17,0
2430,Marketing Analyst,Data Analytics,38,Female,Married,2,153.5,0
2431,Product Manager,Customer Service,43,Female,Single,6,300.42,0
2432,HR Specialist,Human Resources,41,Female,Single,8,128.75,0
2433,Network Engineer,Network Operations,33,Female,Married,5,487.38,0
2434,Telecom Technician,Network Operations,37,Male,Married,7,203.17,0
2435,Data Scientist,Field Operations,36,Female,Single,2,462.04,0
2436,HR Specialist,Sales & Marketing,38,Male,Married,4,436.54,0
2437,IT Support Engineer,Project Management,41,Female,Single,8,515.54,0
2438,Customer Support Agent,Human Resources,46,Male,Single,3,369.5,0
2439,Data Scientist,Network Operations,53,Male,Single,7,143.79,0
2440,Marketing Analyst,Human Resources,29,Female,Married,6,364.13,0
2441,Project Manager,Data Analytics,37,Male,Single,5,608.54,0
2442,Sales Executive,Billing,56,Female,Single,7,301.92,0
2443,Marketing Analyst,Customer Service,55,Female,Single,2,365.92,0
2444,Telecom Technician,Billing,38,Female,Married,1,416.33,0
2445,Sales Executive,Human Resources,44,Male,Married,1,728.79,0
2446,Customer Support Agent,Sales & Marketing,25,Female,Single,3,426.38,0
2447,Sales Executive,Customer Service,39,Female,Single,8,400.25,0
2448,Marketing Analyst,Human Resources,43,Female,Single,6,429.67,0
2449,Network Engineer,Human Resources,57,Male,Married,1,391.92,0
2450,Product Manager,IT & Software,38,Female,Married,2,384.83,0
2451,Product Manager,Data Analytics,28,Male,Single,6,401.42,0
2452,Product Manager,Sales & Marketing,46,Female,Single,7,288.63,0
2453,Product Manager,Billing,36,Female,Married,4,501.25,0
2454,Product Manager,Sales & Marketing,25,Male,Single,8,554.54,0
2455,Data Scientist,Human Resources,29,Male,Married,8,240.33,0
2456,Product Manager,Network Operations,49,Male,Single,2,301.25,0
2457,Marketing Analyst,Data Analytics,24,Male,Married,4,357.54,0
2458,HR Specialist,Human Resources,29,Male,Married,8,153.17,0
2459,HR Specialist,Network Operations,28,Female,Single,8,409.13,0
2460,Telecom Technician,Billing,57,Male,Married,3,635.17,0
2461,HR Specialist,Customer Service,39,Female,Married,4,331.88,0
2462,Software Developer,Human Resources,34,Female,Single,4,427.63,0
2463,Software Developer,Sales & Marketing,50,Male,Married,5,454.5,0
2464,Data Scientist,Customer Service,33,Male,Single,3,377.25,0
2465,Telecom Technician,Customer Service,42,Male,Married,2,366.33,0
2466,Telecom Technician,Field Operations,49,Female,Single,3,215.33,0
2467,IT Support Engineer,Customer Service,45,Female,Single,7,348.83,0
2468,Billing Specialist,Network Operations,40,Male,Married,5,176.38,0
2469,Project Manager,IT & Software,28,Male,Single,2,469.58,0
2470,Software Developer,Field Operations,54,Male,Married,8,403.58,0
2471,Data Scientist,Human Resources,33,Male,Married,7,254.63,0
2472,Telecom Technician,Customer Service,33,Female,Single,8,263.5,0
2473,Sales Executive,Sales & Marketing,34,Male,Married,7,271.63,0
2474,Software Developer,Human Resources,39,Female,Married,8,339.63,0
2475,Billing Specialist,Human Resources,56,Male,Married,8,464.13,0
2476,Project Manager,IT & Software,27,Female,Married,3,235.38,0
2477,Network Engineer,Customer Service,32,Male,Single,3,229.79,0
2478,Software Developer,Network Operations,51,Female,Married,3,136.88,0
2479,HR Specialist,Field Operations,50,Female,Married,6,358.67,0
2480,Software Developer,Customer Service,54,Female,Married,8,195.04,0
2481,Marketing Analyst,Human Resources,23,Male,Married,3,154.38,0
2482,Data Scientist,Customer Service,52,Male,Married,6,334.79,0
2483,Project Manager,Data Analytics,23,Female,Single,1,334.29,0
2484,Project Manager,Sales & Marketing,40,Female,Single,5,461.0,0
2485,Billing Specialist,Project Management,54,Male,Single,4,462.29,0
2486,IT Support Engineer,Billing,55,Female,Single,2,258.92,0
2487,Marketing Analyst,Billing,25,Female,Married,8,227.5,0
2488,Software Developer,Billing,56,Male,Married,5,223.83,0
2489,HR Specialist,Billing,26,Male,Married,2,395.54,0
2490,Software Developer,IT & Software,23,Male,Married,6,140.29,0
2491,HR Specialist,Data Analytics,24,Male,Married,5,327.29,0
2492,HR Specialist,Sales & Marketing,46,Male,Married,3,343.38,0
2493,Marketing Analyst,Sales & Marketing,34,Female,Single,4,474.08,0
2494,HR Specialist,IT & Software,46,Male,Single,6,293.58,0
2495,Software Developer,Billing,49,Male,Married,2,398.67,0
2496,Customer Support Agent,Customer Service,25,Female,Single,4,149.75,0
2497,Software Developer,Human Resources,37,Male,Married,4,305.17,0
2498,HR Specialist,Billing,53,Female,Married,6,362.38,0
2499,Billing Specialist,Human Resources,56,Female,Single,7,348.08,0
2500,Product Manager,Network Operations,24,Female,Single,2,557.92,0
2501,Data Scientist,Human Resources,34,Male,Married,8,154.54,0
2502,Sales Executive,Billing,47,Female,Single,1,430.33,0
2503,Marketing Analyst,Human Resources,47,Female,Married,7,366.75,0
2504,Product Manager,Network Operations,24,Female,Married,4,385.13,0
2505,Marketing Analyst,Field Operations,50,Female,Married,5,370.58,0
2506,HR Specialist,Customer Service,32,Male,Single,4,296.79,0
2507,Telecom Technician,IT & Software,52,Female,Married,8,455.17,0
2508,Marketing Analyst,Human Resources,47,Male,Married,2,348.67,0
2509,Product Manager,IT & Software,46,Male,Married,7,565.17,0
2510,Telecom Technician,Sales & Marketing,56,Female,Married,5,246.04,0
2511,Product Manager,Field Operations,30,Male,Married,2,465.63,0
2512,Product Manager,Billing,44,Male,Single,8,301.08,0
2513,Billing Specialist,Data Analytics,35,Male,Married,4,202.88,0
2514,Customer Support Agent,Data Analytics,26,Female,Single,8,495.13,0
2515,Product Manager,Field Operations,25,Female,Single,8,134.33,0
2516,Sales Executive,Customer Service,26,Female,Single,3,279.04,0
2517,Customer Support Agent,IT & Software,26,Female,Married,3,241.92,0
2518,Billing Specialist,Human Resources,42,Female,Married,4,261.5,0
2519,Sales Executive,Human Resources,37,Male,Single,4,242.08,0
2520,Marketing Analyst,IT & Software,30,Male,Single,7,286.25,0
2521,Marketing Analyst,Customer Service,40,Male,Married,6,340.42,0
2522,Project Manager,Network Operations,24,Male,Married,7,408.5,0
2523,Sales Executive,Data Analytics,41,Female,Single,8,735.67,0
2524,Network Engineer,Human Resources,43,Female,Married,2,310.33,0
2525,Software Developer,Project Management,35,Male,Married,8,463.38,0
2526,HR Specialist,IT & Software,33,Male,Single,8,385.0,0
2527,IT Support Engineer,Human Resources,55,Male,Married,3,738.13,0
2528,Data Scientist,Billing,45,Female,Married,8,507.33,0
2529,Sales Executive,Field Operations,36,Male,Single,8,393.04,0
2530,Sales Executive,Project Management,25,Male,Single,7,419.25,0
2531,Sales Executive,Field Operations,37,Female,Single,2,472.67,0
2532,HR Specialist,Sales & Marketing,42,Female,Married,3,285.5,0
2533,Software Developer,IT & Software,40,Female,Married,8,249.25,0
2534,IT Support Engineer,Field Operations,56,Female,Married,8,389.42,0
2535,IT Support Engineer,Project Management,24,Female,Single,3,648.0,0
2536,IT Support Engineer,Data Analytics,40,Male,Married,5,349.04,0
2537,Data Scientist,Sales & Marketing,28,Female,Single,4,300.54,0
2538,Product Manager,Project Management,45,Female,Married,6,642.92,0
2539,Customer Support Agent,Human Resources,22,Female,Married,4,319.25,0
2540,Sales Executive,IT & Software,29,Male,Married,8,303.33,0
2541,HR Specialist,Sales & Marketing,25,Male,Single,2,181.42,0
2542,HR Specialist,IT & Software,34,Female,Married,6,165.92,0
2543,Telecom Technician,IT & Software,52,Female,Married,2,246.92,0
2544,Telecom Technician,Network Operations,23,Female,Married,8,304.83,0
2545,Network Engineer,Human Resources,54,Female,Single,1,350.33,0
2546,Customer Support Agent,Customer Service,36,Male,Single,2,568.5,0
2547,Software Developer,Data Analytics,24,Female,Single,2,373.0,0
2548,Sales Executive,Network Operations,49,Female,Single,8,250.75,0
2549,Data Scientist,Network Operations,51,Female,Married,3,491.08,0
2550,Telecom Technician,Customer Service,25,Male,Married,8,373.38,0
2551,HR Specialist,IT & Software,50,Male,Single,5,634.04,0
2552,Data Scientist,Human Resources,27,Female,Single,6,383.42,0
2553,Billing Specialist,IT & Software,28,Male,Married,4,407.88,0
